Mark 4:10-33,"('Parables', 'Jesus Christ', ""God's Kingdom"", 'Kingdom Of God', 'Secrets Revealed')",Evangelical Free," We are worshiping God and learning from the Gospel of Mark. Please open your Bibles to Mark 4... Our Scripture of the Week, Mark 4:11a, states that Jesus told His disciples ""The secret of the kingdom of God has been given to you."" What do you think Jesus meant by that?? Jesus was simply saying that there was a mystery that is now being revealed through Him! Remember in the beginning when the first man and woman sinned against God with the encouragement by the devil in Genesis 3? God said to the devil in Genesis 3:15 ""And I will put enmity between you and the woman, and between your offspring and hers; he will crush your head, and you will strike his heel."" How was the devil to be defeated? - that was a mystery! And over and over in the Old Testament Scriptures, A Savior Messiah was promised to defeat sin once and for all; that was a mystery! Jesus Christ Himself revealed the mystery of the Kingdom of God by dying on a cross but rose from the grave! Jesus Christ then called disciples to continue the revelation of the Kingdom of God! Today, we Christians are to continue the revelation of the Kingdom of God! We have our main life application here even before reading our passage! Let us read Mark 4:10-33 and glean more details of our calling....... Last week we talked about the parable of the sower and the seed in v10-20. The secret of God's Kingdom is given through the Word of Christ. v10-20: Jesus reveals the secret of the Kingdom of God is by hearing, believing, and doing the words of Christ! v21-23: parable of a lamp What is a lamp for?? What then do you do with a lamp?? What does this have to do with the Kingdom of God?? The secret to the Kingdom of God being disclosed by God is meant to be told and heard! v24-25? The Kingdom of God continues to grow as Believers of Christ have an attitude of listening, learning, and doing because God will bless them; but people not listening to Christ, God will take away what they have. v26-29: parable of the seed growing... What is the farmer's main job in this passage?? The farmer waits and almost miraculously the seed sprouts and matures! The grain then is harvested! What does this parable mean? I struggled with this one; but after much prayer and again looking deeper into the passage, the key is noting why the parable was stated! Remember that a parable is an analogy. What is the parable of the seed growing in v26-29 an analogy of? Why was the parable stated? Let us note that Jesus stated it in the beginning of the passage: The Kingdom of God is like a seed growing! The parable again is like the reality of the Kingdom of God. And so, in reality, what makes the Kingdom of God?? People believing in Jesus Christ makes the Kingdom of God! If people believing in Jesus Christ makes the Kingdom of God, then the seed in v26-29 must be people who matures to salvation with the power of God Himself! I am open to further discussion with this if you like, but let's again note that the main topic in these parables is the Kingdom of God growing; and just because Jesus explained a seed in one parable as the Word of God, a seed in another parable can mean something else."
James 1:1-12,"('Troubles', 'Pressure', 'Trials And Difficulties', 'Trials', 'Bona Fide')",Baptist," ""Bona Fide"" A study of James Genuine Christian Living Part 2 ""The Heat is on"" James 1:1-4, 1:12-15 Years ago I decided that I needed to change my profession This was years before I was a firefighter or a pastor I was still making living working cattle ranches I can tell you the life was a good one But the wages were not So I decided to go to welding school in hope of increasing the size of my bank account It turned out I was not very good at welding mostly due to my lack of patience You see I wanted to build things But The teacher Knew that in order to build things correctly I had to learn to weld first So the nights went like this Run beads Then Test them You see he knew that in order to make a living as a welder His students would have to be Bona Fide And He knew in order for them to be Bona Fide Their welds would have to withstand the pressure test Many of you know how this works But for those who don't The student would weld the prescribed pattern and then The plates would be put into a bending machine And a great amount of pressure would be applied The Bona Fide welds would bend and not break The non Bona fide No matter how pretty they were would break You see in order to pass the test The welds and the welder had to withstand pressure Extreme pressure And not break I think a lot about pressure When training a colt we apply and release pressure And the results are a well trained horse if the colt responds correctly to the application of pressure A bronc if not People are a lot like those welds and those colts All people Christian and no Christian alike You see The world applies pressure And we either bend or break As believers Bona Fide believers Pressure should show our faith Not our lack of it How we handle pressure as believers Shows the world what we truly believe and where we place our trust Let's open up to the book of James this morning James Chapter 1 Let me read verses 1-4 for you You have heard these verses many times before I believe we need to hear them again and again As reminders as to how we become Bona Fide James 1:2-4 2 Dear brothers and sisters,[a] when troubles of any kind come your way, consider it an opportunity for great joy. 3 For you know that when your faith is tested, your endurance has a chance to grow. 4 So let it grow, for when your endurance is fully developed, you will be perfect and complete, needing nothing. This verse always draws a wide range of responses from people The level of your own spiritual growth Or lack of it Will determine how you react or respond to this verse Or more importantly to pressure Trials and troubles Let me quickly remind you that James is writing to believers in this book He does not go into deep theological teachings He does not lay out the plan of salvation He is talking to believers about how to live the real Christian life The Bona Fide Christian Life Oswald Chambers is quoted as saying ""The book of James is very simply asking- if you are saved, why do you keep living as if you were not?"""
"Psalms 107:29, Mark 4:35-41, 1 Thessalonians 4:9-12, 1 Timothy 2:1-4, 1 Peter 3:1-12, Isaiah 30:15","('Marriage', 'Peace', 'Salvation', 'Relationships')",Church Of God," Jesus Brings Us Peace Psalm 107:29 He maketh the storm a calm, so that the waves thereof are still. Introduction: "" There are several words that can describe what I want to talk with you about this morning. Some of them include: Calm, Tranquility, Quiet, Peace I. Jesus Calms the Storm - Mark 4:35-41 A. Jesus had just finished teaching lessons on sowing seed in good soil and had illustrated the Kingdom of God with a grain of mustard seed... 1. Many are the times that Holy Spirit will teach us from the Word and then it will seem that God is silent as we put into practice that which we have learned. 2. This is God's way of ""training"" us to be powerful disciples! B. The declaration of faith is found in verse 35 where Jesus told the disciples ""let us pass over unto the other side."" 1. If God speaks it we can count on it! C. V.39 - Jesus rebuked both the winds and the sea. 1. His words of rebuke were speaking into the future past, the storm, and bringing the peace that was imminent into the present. a. Jesus did not cry ""stop""! He COMMANDED the outcome with the words of His mouth... ""Peace be Still...""and they obeyed Him. 2. Lesson: There is peace somewhere! a. Faith is ""calling things that be not as though they were."" Romans 4:17 (referencing Abraham) 3. When God gives you peace it is complete. Mark 4:41 And they feared exceedingly, and said one to another, What manner of man is this, that even the wind and the sea obey him? II. Keys to a quiet & peace-filled life - Straight from the Word! 1 Thessalonians 4:9-12 (9) But as touching brotherly love ye need not that I write unto you: for ye yourselves are taught of God to love one another. (10) And indeed ye do it toward all the brethren which are in all Macedonia: but we beseech you, brethren, that ye increase more and more; (11) And that ye study to be quiet, and to do your own business, and to work with your own hands, as we commanded you; (12) That ye may walk honestly toward them that are without, and that ye may have lack of nothing. 1 Timothy 2:1-4 (1) I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men; (2) For kings, and for all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty. (3) For this is good and acceptable in the sight of God our Saviour; (4) Who will have all men to be saved, and to come unto the knowledge of the truth. 1 Peter 3:1-12 (1) Likewise, ye wives, be in subjection to your own husbands; that, if any obey not the word, they also may without the word be won by the conversation of the wives; (2) While they behold your chaste conversation coupled with fear. (3) Whose adorning let it not be that outward adorning of plaiting the hair, and of wearing of gold, or of putting on of apparel; (4) But let it be the hidden man of the heart, in that which is not corruptible, even the ornament of a meek and quiet spirit, which is in the sight of God of great price. (5) For after this manner in the old time the holy women also, who trusted in God, adorned themselves, being in subjection unto their own husbands:"
Genesis 1:1,"('Peace', 'Joy', 'Nonexistence')",*other, aegge bgaeveav
2 Kings 3:1-27,"('Compromise', ""God's Will"", 'Vicarious', 'Consulting God')",Independent/Bible," Consulting God: Better Late Than Never (2 Kings 3:1-27) 1. I have had a love for ""who done it"" mysteries from childhood. My mom. Charlie Chan WGN 2. Hardy Boys, Ellery Queen, Agatha Christie 3. Perry Mason, Murder She Wrote, Death in Paradise ... I enjoy trying to figure out who done it. 4. 2 Kings 3 has its mysteries, and I have enjoying trying to solve them. Main commentaries did not even raise the questions, let alone answer them. I dug around, though, and found the answers. We will note some of those. 5. But the main lesson of the text is understandable, even with unanswered questions. Main Idea: Human wisdom is often our default mode of operation, but we need to learn to consult God before we engage in major undertakings or decisions. I. The FLOW of Events (1-27) Daniel Arnold points out that this chapter is written in a chiasm (inverse parallelism) A. Sin of the King of ISRAEL (1-3) B. PREPARATION for battle against Moab (4-8) C. On the verge of DOWNFALL (9) D. CALLING the Prophet (Elisha) (10-12) E. (Center) The REASON for salvation (13-14) D' The VISION of the Prophet (15-19) C' Divine SALVATION (20) B' BATTLE against Moab (21-25) A' Sin of the King of MOAB (26-27) Dr., Constable writes: ""The Moabite Stone, a significant archaeological find, contains Mesha's own record of this battle and other battles with Israel.43 On it he claimed to have won with Chemosh's help. Though he lost the battle he did not lose his life or his capital."" II. The Central Point: God's EAR Is Toward the Godly (13-14) A. Why didn't these kings ask God FIRST? 1. We, too, forget we are not operating independently. 2. We need to consult God's Word, consult God's people, consider our motives, ask why we want to do what we want to do. Ask God to show us our motives and what we need to see. 3. Elisha is discerning; the kings are shortsighted. B. God helped Jehoram because of JEHOSHAPHAT. "" Why did these three nations - Israel, Judah, and Edom ally themselves? "" Do you recognize yourself as one who can pray with lost/struggling believers, and God can bless and help them through you? Priesthood of all believers. C. Even though Jehoram was better than Ahab, his father, he was still COMPROMISED. D. The prayers of a RIGHTEOUS man avail much. "" Debate: does God hear the prayer of an unbeliever? "" Does God hear the prayer of all believers equally? "" Equal access does not mean equal power (Secretary of State. Vs. St. Dept.) E. God counts us RIGHTEOUS because of Jesus."
2 Corinthians 9:8,"('Giving', 'Cheerful Giving')",Baptist," How to Make Giving Fun A Stewardship Sermon Chuck sligh January 15, 2017 Sparked by thoughts on preaching about giving by Robert Russell at http://thecharisgroup.org/2012/07/18/how-to-preach-on-giving-2/. TEXT: 2 Corinthians 9:8 - ""But this I say, He which soweth sparingly shall reap also sparingly; and he which soweth bountifully shall reap also bountifully. 7 Every man according as he purposeth in his heart, so let him give; not grudgingly, or of necessity: for God loveth a cheerful giver. 8 And God is able to make all grace abound toward you; that ye, always having all sufficiency in all things, may abound to every good work:"" INTRODUCTION This is the second and last sermon in a two-week series on giving to God. If you were here last week, today you will get a fuller, deeper understanding of giving. If you weren't here last week, well, this is why I normally preaching TWO sermons on giving--to make sure ALL are challenged on this important topic about giving to God. Last week, I tried to lay down a theological foundation for giving, and we discussed two reasons people struggle don't tithe--they struggle with God's OWNERSHIP of all they have; and they struggle with God's LORDSHIP by being obedient to give. Today, I'm not going to be theological; I'm going to be practical or informative. My thesis is this: Giving to God can and should be fun. Now some of you just about fell on your face at that statement, but it's true. The Bible talks about fun giving. We see it in our text. - The end of verse 7 says, ""...For God loveth a cheerful giver."" The Greek word for ""cheerful"" is hilarós [??a???], from which we get our English words hilarious and hilarity. Strong's Enhanced Concordance says it means, ""cheerful, joyous, prompt to do anything."" The Concise Dictionary of New Testament Words defines it as ""...merry (""hilarious""), i.e. prompt or willing:--cheerful."" Vines Expository Dictionary of New Testament Words says hilarós, ""signifies that readiness of mind, that joyousness, which is prompt to do anything; hence, cheerful (Eng., hilarious)."" I went a little overboard on the Greek sources because I want you to see all the nuances of this word. God is saying here that He doesn't want giving to be this thing we do grudgingly and resentfully; He wants us to give cheerfully, joyously, merrily, hilariously, readily, willingly, eagerly, enthusiastically. Or to put it another way, God wants it to be fun! Doesn't that run counter to everything you've ever thought? You say, ""Chuck, you don't really expect us to really think giving is fun, do you?"" Well, it is counter-intuitive, but really, isn't the whole of the Christian life counter-intuitive? Think about it: Jesus said that he who loses his life for His sake will save it. He also said the first will be last and the last will be first. He likewise said, ""Give and it shall be given unto you."" And Paul teaches that that we give up our lives to Christ to gain our freedom. So why would it surprise us that one way to have fun in life is to learn generosity?"
"Ephesians 6:10-14, Colossians 2:8-10","('Deception', 'Spiritual Warfare', 'Armor', 'Armor Of God', 'Spiritual War')",Evangelical/Non-Denominational," Pearl Harbor was attacked on December 7, 1941. Just a few hours later, Clark Airfield in the Philippines was attacked and the entire air wing dedicated to defending the Philippines and American interests in Asia was destroyed. Singapore was attacked and just a few days after the Pearl Harbor attack, the HMS Prince of Wales and HMS Repulse were sunk outside of the Singapore harbor on Dec 10. How could such a strong military power such as the USA and Great Britain be destroyed so thoroughly and so quickly? If you have ever watched the film ""Pearl Harbor"" you can get a picture of why this happened. Sailors and military personnel in Hawaii prior to the Japanese invasion were living as if there was no real enemy. They were not expecting to be attacked. The Japanese were engaged in a massive deception, trying to convince the US that Japan was seeking peace, all the while planning war. Japan was an enemy planning to destroy the USA and we didn't know it. We were at WAR and didn't know it! A similar situation exists for many Christians today. We do not realize that there is a spiritual battle in our lives. It's December 7, but we are living as if it were December 6. WARFARE terminology is frequently used to describe the SPIRITUAL BATTLE that we face as believers. ""For though we walk in the flesh, we are not waging war according to the flesh. For the weapons of our warfare are not of the flesh but have divine power to destroy strongholds."" (2 Corinthians 10:3-4, ESV) ""For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms."" (Ephesians 6:12, NIV84) ""See to it that no one takes you captive through hollow and deceptive philosophy, which depends on human tradition and the basic principles of this world rather than on Christ."" (Colossians 2:8, NIV84) To survive in this battle, we must answer the following questions: 1.Does Satan exist?1.Barna survey found four of ten Christians (40%) strongly agreed that Satan ""is not a living being but is a symbol of evil."" 2.Another 19% said they ""agree somewhat"" with the perspective. 3.How can we fight a spiritual battle when 60% of Christians don't think that the enemy is real? 2.Does it matter if we believe in Satan?1.Some Christians think that belief in Satan is optional. After all, if you believe in Jesus that should be enough. 2.Satan is mentioned 29 times in the Gospels, and 25 of those references are from Jesus. 3.Satan is mentioned in the Old Testament and in every New Testament book. A Biblical World View Understands the REALITY of SATAN. 1.He is the Ruler (Prince) of the world. ""Now is the time for judgment on this world; now the prince of this world will be driven out."" (John 12:31, NIV84). HOW is Satan the Ruler of this world? Through society, ideas, evil people. However, there are LIMITS to Satan's rule:?Limited TIME ?Limited SCOPE (God always has a remnant) ?Limited POWER (""Greater is He that is in you..."" 1 John 4:4)"
"Matthew 22:41-46, 2 Samuel 7:8-16","('Son Of God', 'Son Of David', 'Book Of Psalms', 'Jesus And Pharisees')",Lutheran," ""What do you think about the Christ? Whose son is he?"" With these two questions, Jesus turns the tables on the Pharisees once again. They, along with the Sadducees and Herodians had put Jesus to the test several times in a row. They asked Him unimaginable, theoretical, philosophical, theological questions. Questions argued by respected rabbis for ages. Questions they were convinced only had two answers--and no matter which way Jesus answered, they, no doubt, planned to oppose him, and accuse him of blasphemy before the plethora of Passover pilgrims gathered around. The problem is, Jesus has this funny way of always finding an alternative answer. A holier, more God-pleasing answer. An answer they never could have imagined. And so, with every unimaginable, theoretical, philosophical, theological question posed to Him, Jesus foiled their plans. Again and again. And, now, Jesus asks the question--two questions, really. One: ""What do you think about the Christ?"" And two: ""Whose son is he?"" And how they answer the second question--the question Jesus seems to be driving at most--how they answer the second question will in turn answer the first question, what they think about the Christ. The Pharisees probably laughed in Jesus' face at the question. They just gave him difficult question upon difficult question...and all He asks is ""whose son is the Christ?!"" Child's play! After all, everyone knows that. So they quickly answer, without even thinking: ""The son of David."" Easy! Now, it's not necessarily that they were wrong; it's not a bad answer...just inadequate, incomplete. You see, their answer betrays the fact that they believe the Christ would purely and strictly be an earthly ruler. What they believe about the Christ was entirely based on what their finite minds could comprehend. When they say ""Son of David"" they only have in mind a human lineage. They were well aware of God's promise to King David in 2 Samuel 7--the promise to one day ""raise up [David's] offspring...and [to] establish the throne of his kingdom forever."" They were well aware of the prophets Jeremiah, Ezekiel, Haggai and Zechariah all pointing to David's righteous branch who would come and inaugurate a new Israel, establishing an endless dynasty with descendant after descendant after descendant ascending to the throne. They were even aware of the supposed ""Psalms of Solomon,"" a set of 18 songs attributed to the former wise king, though written in 50 BC--about eight or nine hundred years after Solomon's death. Nevertheless, these psalms were popular; especially the 17th Psalm of Solomon, which includes a prayer to God for the coming of the son of David. ""Behold, O Lord, and raise up unto them their king, the son of David, At the time in the which Thou seest, O God, that he may reign over Israel Thy servant, And gird him with strength, that he may shatter unrighteous rulers, And that he may purge Jerusalem from nations that trample (her) down to destruction."" It goes on to point to the Son of David, the Christ, casting out sinners, destroying, judging them and leading the righteous. So, when the Pharisees are asked, ""Whose son is the Christ?"" they, without hesitation, point to David."
Galatians 3:23-29,"('Fellowship', 'New Year', 'Body Of Christ', 'Resolutions')",Lutheran," It's that time again--time to set lofty goals for yourself. Time to aim high for 2017. Time to dream that you might be one of only 8% of Americans who actually fulfill a new year's resolution! Year after year, we do this to ourselves...no matter how many times we fall into the 92% failure category. This year, like every year, people are set on making their resolutions into realities. New Year's resolutions are nothing new, though--humans have been failing at self-imposed expectations for centuries upon centuries. The Babylonians, for instance, would make promises to their gods at the beginning of each new year--promises to return borrowed items or tools, or to pay their debts. The Romans, too, started the year off by making vows to their god Janus--hence the name January. In the middle ages, at the end of the Christmas season, knights would reaffirm their commitment to chivalry through a rite known as the ""peacock vow."" In the 1700s, various Protestant denominations began ""watchnight services"" late at night on December 31st and into the wee hours of January 1st; at this time, they would pray for resolutions they had made. And in the United States, since the Great Depression the percentage of adults making New Year's resolutions has gone from 25% to about 50%. There's just something about the human experience that stirs up a determination within us to change, to improve, to start something new. If you do a Google Search on ""Top Ten New Year's Resolutions,"" most often you find body-related goals. On some of these top ten lists, you'll see multiple body-related resolutions. Most often on these lists: lose weight, exercise more, eat healthier. It's no wonder at this time of year, you see more commercials for Weight Watchers. Parking lots at the gyms and fitness centers you drive past are full of cars (for at least a couple of months). Friends on Facebook and Twitter are posting more health-conscious updates. And, did you know that the day after Christmas, the Fitbit App was the most-downloaded free app? (http://appleinsider.com/articles/16/12/26/app-store-trends-suggest-top-christmas-gifts-vr-drones-cameras-amazon-echo) We want change. We want to better ourselves. So what better place to start than the thing people see most? It's obvious. The first place to start is the body. I even found--while doing my Google searching--I even found an article from the American Society of Plastic Surgeons entitled, ""Plastic Surgery and New Year's Resolutions."" (https://www.plasticsurgery.org/news/blog/plastic-surgery-and-new-years-resolutions) The author, a Beverly Hills plastic surgeon (surprise, surprise), noted some of the same things I've mentioned. That, often, on the top of people's lists of resolutions are body-related goals. The author indicates more people consider plastic surgery at the beginning of the year as a path toward achieving these body-related resolutions, and to improve one's self-esteem. And, interestingly, he also suggests that--and this is a direct quote: ""the popularity of social media and the rise of the 'selfie' have made individuals more conscious about how they look. No longer is plastic surgery something that one considers as they age. It is not uncommon for people in their 20s to have plastic surgery to improve their image, which can subsequently influence their professional lives through social media."""
1 John 3:16-17,"('Compassion', 'Helping Others', 'Helping Poor', 'Listening To Others')",Salvation Army," 2017 A Year to Increase Compassion Kelly Durant 1-7-17 1 John 3:16 16 Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren. 1 John 3:17 But whoso hath this world's good, and sees his brother have need, and shutteth up his bowels of compassion from him, how dwells the love of God in him? 2. According to a Miami Herald article that I found last week, people here don't care for each other in our neighborhood. (http://www.miamiherald.com/news/local/community/miami-dade/article123076079.html) Observe that we see that Miami, and Hialeah rank almost at the very bottom of 100 cities in the U.S.A. in showing compassion on people with needs. In other words, we live in one of the coldest hearted cities in America! I am not surprised by this discovery, you and I can feel it day to day from our neighbors. There are many nice people here but it is obvious many people have never been taught nor exposed to what showing compassion really means. Many of you may not even perceive this sad phenomenon though. This level of indifference and rudeness is just normal for you in your day to day actions. What we are focusing in on here is nothing new as Jesus told us that ""the love of many will wax cold"". Sadly, our expectancy in this decaying world is that year after it will be getting worse. But look at with this focus, the people of the world are getting worse but it should not be that way with us who know to live differently with God's love! We are renewed from day to day with Jesus and the Holy Spirit and we should be getting warmer and more loving, caring, and compassionate from day to day. Today let's examine ourselves and our immediate surroundings as they relate to how we are serving one another. You and I live here and we must do an assessment, are we a part of the problem, or a part of the solution? Now that a year has gone by, have you assessed all that has happened to you? People that knew you a year ago, what do they think of you now? What does God think of you? Only you know the secrets He will hold you accountable for. What about all that has happened in our community and what could you or I have done to make it better? 3. The question of the day is: How much compassion do you have really have for others? What you think about yourself and what God and others perceive could be very different. Proverbs 21:2 Every way of a man is right in his own eyes: but the Lord pondereth the hearts. There are many verses in the Bible that command us to show compassion but few people make big progress towards this. In the verses of today in 1 John 3 it basically helps you to see that a person that says they love God and do not do anything to help those in need is basically lying. Words must be accompanied by deeds to be true. I have talked to hundreds of people that have had bad experiences with pretend be Christians. These people explained that they needed something emotionally, spiritually, or physically and that the church's pastor or leaders let them down. Have you ever been let down? Have you ever let someone down? Jesus never let anyone down, he fed 5,000 that later He said some were following Him just for the food; Jesus healed the sick that often did not thank Him like only 1 leper out of 10, but He preached and gave love as God's main message even though in the end He was not loved and appreciated by all."
"James 1:27, Deuteronomy 24:17-22","('Religious', 'Widows And Orphans')",Christian/Church Of Christ," ARE YOU RELIGIOUS? (part two) Recap: James 1:26, ""If anyone considers himself religious and yet does not keep a tight rein on his tongue, he deceives himself and his religion is worthless."" We looked at chapter three and realized why James highlighted the tongue-because it's the hardest to tame. Basically if we can tame the tongue, the rest of us will be in check. I deceive myself because James said fresh water and salt water cannot come from the same spring; nor does a grapevine produce figs. Therefore, I shouldn't think that I have a pure heart when what's coming out of my mouth is impure. I can't think that I'm truly religious when I'm not guarded in my speech. I don't show myself to be truly religious when I speak one way inside of church but the opposite way outside of it. This behavior renders my religion as worthless because I'm being hypocritical; I'm discounting the good I say when I turn and speak vulgarities, lies and gossip. I'm showing others that my religion is worthless to me. And if I'm focused on being quick to listen and slow to speak, along with getting rid of the old speech and replacing with spiritual speech I'll be able to keep a tight rein on my tongue. James 1:27a, ""Religion that God our Father accept as pure and faultless is this: to look after orphans and widows in their distress."" 1) To look after orphans and widows. James singles out two groups of people who society would deem unworthy. Not worth the time; not worth the effort. Why? Because if I help them they probably won't be able to repay me. So if I go out of my way to minister to the poor, the needy, the homeless, the widow, the orphan, I am helping someone who cannot pay me back. I must be willing to help this person knowing I will not get repaid. If I can do that then I know my motive is to please God and not myself. Thus I entertain true religion in the eyes of God. In the beginning of the sermon last week I mentioned how James broke through the idea of what something is and explained what it really is. He does it in chapter one regarding religion and he does it in chapter two regarding the subject of faith. In speaking of faith James provides a scenario showing that mere words aren't enough; it needs to be followed up with action if it's authentic. James 2:14-17, ""What good is it, my brothers, if a man claims to have faith but has no deeds? Can such faith save him? Suppose a brother or sister is without clothes and daily food. If one of you says to him, ""Go, I wish you well; keep warm and well fed,"" but does nothing about his physical needs, what good is it? In the same way, faith by itself, if it is not accompanied by action, is dead."" As faith without action is dead, likewise religion without action is dead. In 1:27 James is showing that merely saying the right things is not enough to render someone truly religious; there needs to be action. James mentions taking care of orphans and widows. In chapter two he highlights taking care of a fellow believer who is without the basic necessities of clothes and food. He said if we offer kind words and send him on his way how have we really helped? Not that prayer doesn't help but what the person needs in the moment is provision that would satisfy his material needs."
Genesis 41:9-14,"('Purpose', 'Perspective', 'Trials')",Assembly Of God," LORD MAKE ME AN ANSWER Gen. 41:9-14 INTRODUCTION A. HUMOR: TUNNEL VISION 1. How many basketball fans do we have here this morning? Do any of you know who was the best free throw shooter in the world in 1994? Did he play for the NBA? NO! 2. According to Sports Illustrated, the guy's name is Tom Amberry and he set the record back in 1993. Tom was a foot doctor. 3. In 1993 this foot doctor set the world record by making 2,750 free throws in a row over 12 hours. Can you imagine that 2,750 free throws in a row. Guess how old he was? 71! 4. He was in a gym in California with all kinds of things going on around him. A volleyball team running around the gym while he was doing this. 5. Sports Illustrated asks, ""How did Tom Amberry set the world free throw record? Focus, Focus, Focus!"" Tom says that I just stay in my routine of three bounces and focus. 6. Tom didn't miss number 2751 by the way; they turned out the lights and closed the gym on him. Tom had tunnel vision, singular focus. [Horace Wimpey. Verified Googled ""most consecutive free throw shots""] 7. He's the foot doctor I'd want operating on me! [Ted St Martin surpassed him in 1996. But Amberry was hired by the Chicago Bulls to train their shooters!] B. SIX KEY POINTS ABOUT VISION 1. Vision of God will always bring about divine transformation. Isaiah was transformed by his vision of God! Isa. 6:1. So was Saul of Tarsus! 2. Correct Vision of God will give you a correct picture of yourself. When the white-hot light of God shines in your soul, you'll know the truth about yourself! 3. A vision will make you know where to stand and what to stand for. The sons of Issachar ""knew the times and what Israel ought to do"" and they promoted David for king. 1Chron. 12:32. 4. Vision is the major difference between Success and Mediocrity. Without a vision, we'll either do nothing spiritually, or the world will pull us into its vortex. We must have a vision! 5. To every God-given Vision there is a divine provision. Abram, Joseph, Moses, David, etc. 6. Vision without action is daydream. Action without vision is Nightmare. You need to run with your vision. Habakkuk 2:2-3 C. THESIS 1. God doesn't just have a vision for some of us, but a vision for ALL of us! You say, ""So what vision does God have for me personally?"" 2. I'm glad that you asked! The answer is, the Lord wants you to begin seeing yourself and your life differently, as He sees you! 3. The title of this message is ""Lord, Make Me An Answer."" I. PRACTICAL EXAMPLES OF THIS IDEA A. IN A MARRIAGE 1. Some of you may have a marriage that is strained. Marriages often require God's insight to be successful. 2. Now, when you get married, you marry someone with baggage. In every marriage you have to deal with the other person's baggage; you only get to choose what kind of baggage you're going to have to deal with. 3. Some ladies are married to a man with a strong relationship with his mother. For him, his mother was an answer. He's worried about caring for his mother. 4. If you (his wife) get opposed to his mother, he'll see you as a problem. It will drive you two apart."
Psalms 73:1-28,"('Refuge', 'Lament')",Anglican," A Psalm of Lament audio (5MB) Psalm 73 Today we start a short series on the Psalms - culminating in our evening worship service with Sons of Korah on May 26th. Over the next 3 weeks we'll be looking at 4 different types of psalm - today a psalm of lament, next week a psalm of yearning, then a psalm of hope and on that Sunday evening a psalm of praise. Before we begin it's important to understand that psalms are first and foremost poetry. Poetry is a great medium for expressing feelings. The words that are used are not always exact, nor are they meant to be heard literally. Rather they're meant to evoke a response of the heart. They often appeal to the emotions rather than the intellect. That makes them particularly helpful for people who are struggling with life, who perhaps don't have the energy to think things through rationally or who are too unsettled to think calmly. These people can join with the psalmist in pouring their heart out to the Lord. Psalms are also good when you're so full of joy that you can't put it into words. That's when the psalmist calls on the mountains and trees to sing their praises along with his own. Well, today we're looking at Psalm 73, a lament. The psalm begins with a familiar refrain: ""God is good to those who love him."" That's one of the foundations of our understanding of God, isn't it? God is good. God loves us. God has chosen us. He'll never forsake us. He'll look after us. What's more he'll bless those who remain faithful to him with every good gift. And so the psalmist believes. But wait a minute - that's not how it looks in the real world. As he looks around him he realises that the reality of his world is at odds with what he's been taught, with what he believes. In fact the discord is so great that it almost trips him up. He looks around and who is it that he sees apparently receiving the blessing of God? It isn't the godly. It's the arrogant, the wicked. He's probably been to the hairdresser or the dentist and picked up a back copy of New Idea or Who Weekly and what does he see: pictures of the beautiful people, sunning themselves in the Bahamas or the Riviera, with their sleek, sun-tanned bodies, glowing with health, driving the latest sports car. And with the pictures are the gossip columnists' stories of people leaving one partner to join up with another, fighting among themselves, driving under the influence, overindulging in various ways; but mostly just rich people taking self-care to the point of indulgence. And then he realises that these people aren't just well-off by chance or good luck. No, they're skilful at self-interest. What's more, they have no shame about it. In fact they boast about it. What's more their prosperity, he sees, is based on violence (6) & oppression (8). So what does he think to himself? ""How come I don't have that sort of life?"" He envies their success. He wants what they've got. Does that thought ever cross your mind when you see the A-list people strutting down the red carpet? Appearing in the sponsors marquees at the races or the Grand Prix? Why doesn't God bless me like that?"
